time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1779786659298371800,38.331371826171875,0.8264541151900974,0.3020187431327074,0.26465212270026534,-1.7044846743356596,0.6027553525415296,-0.6895142419394424,-0.0008759876524983014
1779786659308454700,38.34145458984375,0.8275427191867447,0.30232714264409033,0.26505627789673736,-1.703256633980844,0.6030825841877201,-0.6889375454996659,-0.000557974144089049
1779786659318536700,38.35153662109375,0.8287543909079487,0.30265087407506747,0.26552827219808106,-1.7019788229975816,0.6033998830825452,-0.6883354759391882,-0.0003060551788792368
1779786659328619800,38.36161987304688,0.8299096569039768,0.3029297556965542,0.26601194167599956,-1.7007130545211147,0.6037067761326637,-0.6877567517341147,-0.0001415254471685639
1779786659338702800,38.371702880859374,0.8309113853596665,0.30315305349803545,0.26645218413481997,-1.6994922408620994,0.6040138005489581,-0.6872180838645734,-0.000004262862582860896
1779786659348784600,38.38178466796875,0.8316945886462821,0.30331993163347315,0.26680494727616044,-1.698368242971985,0.6043194294604411,-0.6867387400488061,0.00015366939560869434
1779786659358868000,38.39186791992187,0.8321573359258292,0.30340767652563233,0.26702562419246756,-1.6973673688501014,0.6046326981369315,-0.6863384471041576,0.0003604997035561295
1779786659368950000,38.40194995117187,0.8322329263496754,0.30338028877403983,0.2671091296876244,-1.6964291095656936,0.60498058490889,-0.6860114217538532,0.000598541499548054
1779786659379032800,38.41203271484375,0.8319631574882904,0.3032395801415941,0.26708232948733857,-1.6955035314868943,0.6053718432076688,-0.685738910029454,0.0008479162077259473
1779786659389115000,38.42211499023438,0.8313822982883515,0.3029762376934016,0.26697948093839186,-1.694559999342553,0.6058036462779194,-0.6855139292800316,0.00105191322401004
1779786659399197700,38.43219775390625,0.8304735837752835,0.3025738373044195,0.266807426167326,-1.6935688270535103,0.6062851703687915,-0.6853329002545817,0.001188246908690927
1779786659409279700,38.44227978515625,0.8293507890125908,0.3020948989866325,0.26657380106199136,-1.6927499426158032,0.6067228606097667,-0.6852476878058962,0.0012376012787893634
1779786659419362800,38.45236279296875,0.8280996651814658,0.3015690506982536,0.2663042251170908,-1.6920576489535613,0.607124241855397,-0.6852286031028644,0.001221218493257375
1779786659429444900,38.46244482421875,0.8267343329455702,0.300960373852639,0.26604901266853687,-1.6911526756801851,0.6076059610980685,-0.6851684528869328,0.0011538538659747767
1779786659439527700,38.472527587890625,0.8252962922805132,0.3002777178296906,0.26582671611897946,-1.6898793927541549,0.6082230645712093,-0.6850066909298285,0.0010855093960180457
1779786659449610800,38.48261083984375,0.8238772614766975,0.29958025310763015,0.26563363012979047,-1.6883638928775095,0.6089256622653285,-0.6847628088717792,0.0010521468475149962
1779786659459692800,38.49269287109375,0.8225953268072759,0.29893971532711205,0.26547042350585864,-1.6868692399401841,0.609605899400461,-0.6845007273402308,0.0010414322910980885
1779786659469776000,38.50277587890625,0.8215341861391061,0.29839151897001376,0.26535511110136617,-1.6854558306044742,0.6102315561534577,-0.6842270764662741,0.0010495383322717978
1779786659479858000,38.51285791015625,0.820715521065958,0.29793478200750567,0.26530380440654533,-1.6841330353018473,0.6107919675393145,-0.6839458667504253,0.0010454626779294893
1779786659489941000,38.52294091796875,0.8202287990935679,0.2976228669324693,0.26531845416978256,-1.6829743951880576,0.6112565753300306,-0.6836607808700904,0.0010722258536262257
1779786659500022800,38.533022705078125,0.8201311982790119,0.2974739283623619,0.26541820667926663,-1.6820319057282627,0.6115963582109154,-0.6833830522306794,0.0011033343259462113
1779786659510105900,38.54310595703125,0.8204335202733646,0.29750766553495106,0.2655886459944788,-1.6813434190473941,0.611802039113709,-0.6831179911884763,0.001174828454307329
1779786659520188000,38.55318798828125,0.8210687880396481,0.2977055370443526,0.2658044663514512,-1.680863356474818,0.611903287955178,-0.6828571094592009,0.0013210551558559714
